player_id,opta_id,first_name,second_name,web_name,known_name,team_id,team_opta_id,team_name,team_short_name,element_type,position,status,news,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,attacking_bonus,defending_bonus,winning_goals,key_passes,clearances_blocks_interceptions,total_points,now_cost,selected_by_percent
1,571752,Jakub,Vinarcík,Vinarcík,,1,5674,FC Arouca,FCA,1,GK,a,,90,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5,2,39,0.5
2,429884,Nico,Mantl,Mantl,,1,5674,FC Arouca,FCA,1,GK,n,Emprestado / On Loan,720,0,0,2,18,1,0,0,0,0,26,0,0,0,0,82,21,49,0.6
3,474813,João Nuno,Figueiredo Valido,João Valido,,1,5674,FC Arouca,FCA,1,GK,a,,810,0,0,0,24,0,1,0,0,0,25,0,0,0,0,97,18,39,5.6
4,490862,José,Fontán,Fontán,,1,5674,FC Arouca,FCA,2,DEF,s,Acumulação de Amarelos / Yellow Card Accumulation,2542,2,3,5,56,0,0,0,5,3,0,3,26,0,14,315,92,45,1.6
5,614241,Matías,Rocha,Rocha,,1,5674,FC Arouca,FCA,2,DEF,a,,841,0,0,2,17,0,0,0,4,1,0,1,8,0,3,93,23,40,0.3
6,437745,Boris,Popovic,Popovic,,1,5674,FC Arouca,FCA,2,DEF,a,,1156,1,0,1,34,0,0,0,3,0,0,0,9,0,1,125,32,38,0.8
7,476479,Amadou,Dante,Dante,,1,5674,FC Arouca,FCA,2,DEF,a,,830,0,0,1,23,0,0,0,0,0,0,2,4,0,8,80,28,44,0.2
8,423863,Carlos Alexandre,Reis Pinto,Alex Pinto,,1,5674,FC Arouca,FCA,2,DEF,u,Transferido Definitivamente / Permanent Transfer,334,0,0,0,16,1,0,0,2,1,0,0,0,0,1,26,-3,39,0.4
9,489087,Tiago Alexandre,de Sousa Esgaio,Tiago Esgaio,,1,5674,FC Arouca,FCA,2,DEF,a,,2460,3,5,7,49,0,0,0,10,0,0,10,18,2,27,244,118,44,1.9
10,503783,Miguel,Puche,Puche,,1,5674,FC Arouca,FCA,3,MID,a,,708,1,1,1,19,0,0,0,4,0,0,4,2,1,14,50,43,50,0.1
11,474841,Alfonso,Trezza,Trezza,,1,5674,FC Arouca,FCA,3,MID,a,,2314,9,5,6,46,0,0,0,2,1,0,5,2,2,21,115,128,58,20.2
12,482684,Brian,Mansilla,Mansilla,,1,5674,FC Arouca,FCA,3,MID,a,,315,0,1,0,8,0,0,0,1,0,0,1,0,0,6,25,24,47,0.1
13,535275,Taichi,Fukui,Fukui,,1,5674,FC Arouca,FCA,3,MID,a,,2518,4,3,6,53,1,0,0,2,1,0,3,11,0,17,219,103,43,4.1
14,467005,Pablo,Gozálbez,Gozálbez,,1,5674,FC Arouca,FCA,3,MID,a,,1053,1,3,4,19,0,0,0,4,0,0,6,2,1,20,62,60,44,0.0
15,210191,Mamadou,Loum,Loum,,1,5674,FC Arouca,FCA,3,MID,u,Transferência Definitiva / Permanent Transfer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0.1
16,49973,David,Martins Simão,David Simão,,1,5674,FC Arouca,FCA,3,MID,u,Transferido Definitivamente / Permanent Transfer,655,0,0,1,20,0,0,0,4,0,0,1,1,0,7,55,18,48,0.4
17,597081,Pedro,Carvalho Santos,Pedro Santos,,1,5674,FC Arouca,FCA,3,MID,a,,762,0,0,3,15,0,0,0,4,0,0,1,5,0,8,74,28,48,0.3
18,650930,Dylan,Nandín,Nandín,,1,5674,FC Arouca,FCA,4,FWD,a,,913,1,2,2,24,0,0,0,2,1,0,2,0,0,12,32,36,58,0.4
19,493020,Arnau,Solà Mateu,Arnau Solà,,1,5674,FC Arouca,FCA,2,DEF,n,Emprestado / On Loan,585,0,1,2,14,0,0,0,1,0,0,2,4,0,7,57,25,39,0.1
20,569675,Lee,Hyun-ju,Lee Hyun-ju,,1,5674,FC Arouca,FCA,3,MID,a,,2006,7,3,7,40,0,0,0,5,2,0,1,1,2,12,88,96,53,1.0
21,466464,Naïs,Djouahra,Naïs Djouahra,,1,5674,FC Arouca,FCA,3,MID,a,,2726,6,7,10,52,0,0,0,2,0,0,10,3,1,30,133,140,54,8.1
22,499634,Uladzislau,Marozau,Marozau,,1,5674,FC Arouca,FCA,4,FWD,n,Emprestado / On Loan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0.0
23,463055,Iván,Martinez Gonzalvez,Barbero,,1,5674,FC Arouca,FCA,4,FWD,a,,1885,8,2,6,35,0,0,1,5,0,0,4,1,2,19,76,90,55,1.0
24,637702,Mateo,Flores Lozano,Mateo Flores,,1,5674,FC Arouca,FCA,3,MID,a,,189,0,0,0,6,0,0,0,2,0,0,0,0,0,1,19,10,44,0.0
407,674274,José Augusto,Silva,José Silva,,1,5674,FC Arouca,FCA,2,DEF,a,,35,0,0,0,3,0,0,0,0,0,0,0,0,0,1,3,3,39,0.0
590,491008,Diogo,Pinheiro Monteiro,Diogo Monteiro,,1,5674,FC Arouca,FCA,2,DEF,a,,294,0,0,0,7,0,0,0,1,0,0,0,1,0,2,28,10,44,0.0
634,591123,Omar Fayed Abdelwahab,El Rakhawy,Omar Fayed,,1,5674,FC Arouca,FCA,2,DEF,a,,550,0,0,1,17,0,0,0,4,0,0,0,6,0,0,73,13,45,0.0
635,629448,Espen,van Ee,Espen van Ee,,1,5674,FC Arouca,FCA,3,MID,a,,1871,2,1,7,31,0,0,0,7,0,0,1,15,1,13,205,77,45,0.0
636,613921,Romualdas,Jansonas,Romualdas Jansona,,1,5674,FC Arouca,FCA,4,FWD,n,Emprestado / On Loan,46,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,45,0.0
676,166377,Bas,Kuipers,Bas Kuipers,,1,5674,FC Arouca,FCA,2,DEF,a,,1347,1,2,5,18,0,0,0,3,0,0,1,1,0,8,64,57,44,0.0
677,199259,Javi,Sánchez,Javi Sánchez,,1,5674,FC Arouca,FCA,2,DEF,a,,1225,0,1,5,15,0,0,0,6,0,0,1,11,0,6,148,53,45,0.0
685,567889,Jesús,Santiago Pérez,Yellu Santiago,,1,5674,FC Arouca,FCA,3,MID,a,,23,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,5,50,0.0
692,204838,Ignacio,de Arruabarrena,Ignacio,,1,5674,FC Arouca,FCA,1,GK,a,,1350,0,0,4,21,0,0,0,4,0,37,0,0,0,1,170,46,45,0.1
739,555914,Fally,Mayulu,Mayulu,,1,5674,FC Arouca,FCA,4,FWD,a,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,50,0.0
748,732655,Bruno,Gomes Duarte,Bruno,Bruno Duarte,1,5674,FC Arouca,FCA,4,FWD,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0.0
25,52981,Pedro José,da Silva Trigueira,Trigueira,,2,20477,AFS,AFS,1,GK,a,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,39,0.9
26,181226,Simão,Verza Bertelli,Simão,,2,20477,AFS,AFS,1,GK,a,,1072,0,0,1,26,0,0,0,2,0,32,0,0,0,1,126,24,43,0.4
27,515582,Cristian,Devenish,Devenish,,2,20477,AFS,AFS,2,DEF,a,,2164,0,0,2,53,0,0,0,6,1,0,0,29,0,5,324,57,39,2.1
28,154075,Aderllan Leandro,de Jesus Santos,Aderllan Santos,,2,20477,AFS,AFS,2,DEF,a,,1029,1,0,3,17,0,0,0,2,0,0,0,14,0,1,173,51,43,0.7
29,160187,Christian,Neiva Afonso,Kiki Afonso,,2,20477,AFS,AFS,2,DEF,a,,1521,0,0,1,42,0,0,0,2,0,0,3,12,0,15,177,46,43,0.4
30,479964,John,Mercado,Mercado,,2,20477,AFS,AFS,3,MID,u,Transferido Definitivamente / Permanent Transfer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0.1
31,219716,Jaume,Grau,Jaume Grau,,2,20477,AFS,AFS,3,MID,u,Transferido Definitivamente / Permanent Transfer,1320,0,0,0,36,0,0,0,5,1,0,0,6,0,3,100,29,49,0.1
32,503078,Tiago,Galletto López,Tiago Galletto,,2,20477,AFS,AFS,3,MID,a,,561,0,0,1,10,0,0,0,3,0,0,0,0,0,2,40,17,44,0.1
33,551146,Gustavo,Pinto Mendonça,Gustavo Mendonça,,2,20477,AFS,AFS,3,MID,a,,1393,0,0,5,22,0,0,0,6,0,0,4,13,0,16,156,51,45,0.1
34,618950,Tunde,Akinsola,Akinsola,,2,20477,AFS,AFS,3,MID,a,,2432,1,4,4,56,0,0,0,2,0,0,9,5,0,31,157,93,47,1.0
35,52704,Ânderson Miguel,da Silva,Nenê,,2,20477,AFS,AFS,4,FWD,a,,350,4,1,0,8,0,0,1,2,0,0,2,0,0,8,13,39,48,2.9
36,466042,Guillem Molina,Gutiérrez,Guillem Molina,,2,20477,AFS,AFS,2,DEF,a,,325,0,0,0,5,0,0,0,0,0,0,0,1,0,1,32,9,39,0.1
37,515282,Pedro Lima,Barros,Pedro Lima,,2,20477,AFS,AFS,3,MID,a,,1885,4,2,2,49,0,0,0,4,0,0,9,6,0,30,142,85,44,0.4
38,447274,Rafael Avelino Pereira,Pinto Barbosa,Rafael Barbosa,,2,20477,AFS,AFS,3,MID,u,Transferido Definitivamente / Permanent Transfer,641,1,2,0,16,0,0,1,3,0,0,4,0,0,13,32,29,47,0.5
39,471840,Ángel Algobia,Esteves,Ángel Algobia,,2,20477,AFS,AFS,3,MID,a,,1071,1,0,3,27,0,0,0,0,0,0,2,3,0,8,84,42,42,0.0
40,592821,Edson Joelder,Lobo Mucuana,Edson Mucuana,,2,20477,AFS,AFS,3,MID,u,Transferido Definitivamente / Permanent Transfer,80,0,0,0,3,0,0,0,0,0,0,0,1,0,1,12,3,44,0.0
41,700307,Guilherme Neiva,Silva,Guilherme Neiva,,2,20477,AFS,AFS,3,MID,a,,917,2,4,3,17,0,0,0,2,0,0,3,0,1,9,72,59,43,0.0
42,546472,Balla,Sangaré,Balla Sangaré,,2,20477,AFS,AFS,4,FWD,u,Transferido Definitivamente / Permanent Transfer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0.1
43,617267,Talles Wander,Santos Ribeiro,Talles Wander,,2,20477,AFS,AFS,4,FWD,n,Emprestado / On Loan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0.0
44,479924,Diego Ariel,Duarte Garcete,Diego Duarte,,2,20477,AFS,AFS,4,FWD,a,,1281,3,1,5,17,0,0,0,0,0,0,2,0,1,11,60,58,43,1.9
45,486963,Leonardo Daniel,Rivas Conge,Leonardo Rivas,,2,20477,AFS,AFS,2,DEF,a,,1517,0,2,3,26,0,0,0,6,0,0,3,10,0,13,177,59,44,0.1
46,218436,Kobamelo,Kodisang,Kodisang,,2,20477,AFS,AFS,3,MID,u,Transferido Definitivamente / Permanent Transfer,113,0,0,1,2,0,0,0,0,0,0,1,0,0,3,9,7,53,0.0
47,486583,João Pedro,Oliveira Gonçalves,João Gonçalves,,2,20477,AFS,AFS,1,GK,u,Transferido Definitivamente / Permanent Transfer,540,0,0,0,17,0,0,0,0,0,23,0,0,0,0,47,11,40,0.3
462,589565,Paulo Vitor,Leal Sousa Lima,Paulo Vitor,,2,20477,AFS,AFS,2,DEF,a,,1422,0,0,4,24,0,0,0,2,2,0,0,12,0,3,155,47,45,0.1
568,458258,Jordi,Escobar,Jordi Escobar,,2,20477,AFS,AFS,4,FWD,u,Transferido Definitivamente / Permanent Transfer,150,0,0,0,3,0,0,0,0,0,0,0,0,0,1,3,5,53,0.1
569,703800,Antonio,Sousa Machado,Antonio Machado,,2,20477,AFS,AFS,3,MID,u,Transferido Definitivamente / Permanent Transfer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,3.0
601,176491,Bruno Miguel,Ponces Lourenco,Bruno Lourenço,,2,20477,AFS,AFS,3,MID,u,Transferido Definitivamente / Permanent Transfer,231,0,0,0,9,0,0,0,0,0,0,1,0,0,3,14,9,55,0.0
611,582933,Sidi,Bane,Sidi Bane,,2,20477,AFS,AFS,2,DEF,u,Transferência Definitiva / Permanent Transfer,588,1,0,0,16,0,0,0,1,0,0,0,1,0,2,41,14,45,0.0
612,87498,António Manuel,Fernandes Mendes,Tomané,,2,20477,AFS,AFS,4,FWD,a,,2007,4,1,4,48,0,0,0,5,0,0,2,2,0,19,116,71,54,0.2
613,570891,Óscar,Perea,Óscar Perea,,2,20477,AFS,AFS,3,MID,a,,1245,2,0,1,32,0,0,0,0,0,0,4,2,0,13,78,52,45,0.0
666,482396,Gustavo Henrique,Giordano Amaro Assunção da Silva,Assunção,,2,20477,AFS,AFS,3,MID,u,Transferido Definitivamente / Permanent Transfer,527,0,0,0,16,0,0,0,4,0,0,0,2,0,2,41,11,44,0.0
667,154293,Rúben Afonso,Borges Semedo,Rúben Semedo,,2,20477,AFS,AFS,2,DEF,a,,779,0,0,0,24,0,0,0,3,1,0,1,9,0,5,95,12,43,0.0
668,221948,Carlos,dos Santos Rodrigues,Carlos Ponck,,2,20477,AFS,AFS,2,DEF,a,,911,0,0,1,26,0,0,0,3,0,0,1,9,0,2,129,24,40,0.0
679,533623,Adriel,Vasconcelos Ramos,Adriel,,2,20477,AFS,AFS,1,GK,a,,1440,0,1,4,24,0,0,0,2,0,62,0,0,0,2,173,64,40,0.3
683,230842,Roni,Medeiros de Moura,Roni,,2,20477,AFS,AFS,3,MID,a,,1312,2,0,4,19,0,0,0,3,0,0,2,10,1,9,137,54,50,0.0
716,174597,Andre,Green,Andre Green,,2,20477,AFS,AFS,3,MID,a,,193,0,0,1,3,0,0,0,1,0,0,0,0,0,2,6,7,50,0.0
733,446683,Matheus,Cardoso Francisco,Mateus Pivô,,2,20477,AFS,AFS,2,DEF,a,,1146,0,0,5,15,0,0,0,3,0,0,0,9,0,2,119,48,40,0.0
734,463746,Antoine,Baroan,Antoine Baroan,,2,20477,AFS,AFS,4,FWD,i,Fratura da Perna Esquerda / Left Leg Fracture,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0.0
48,465900,Anatolii,Trubin,Trubin,,3,251,SL Benfica,SLB,1,GK,a,,2880,0,0,13,24,0,2,0,2,0,73,0,0,0,0,214,146,58,13.6
49,465186,Samuel,Jumpe Soares,Samuel Soares,,3,251,SL Benfica,SLB,1,GK,a,,180,0,0,1,1,0,0,0,1,0,10,0,0,0,0,15,12,43,0.8
50,461266,Alexander,Bah,Bah,,3,251,SL Benfica,SLB,2,DEF,a,,469,2,0,3,4,0,0,0,2,0,0,3,1,2,8,34,42,59,0.4
51,550342,Samuel,Dahl,Dahl,,3,251,SL Benfica,SLB,2,DEF,a,,2860,1,1,13,24,0,0,0,3,0,0,10,9,0,35,219,137,63,7.8
52,57410,Nicolás,Otamendi,Otamendi,,3,251,SL Benfica,SLB,2,DEF,a,,2603,2,4,12,20,0,0,0,7,1,0,0,27,0,9,296,144,69,31.2
53,537331,Joshua,Wynder,Wynder,,3,251,SL Benfica,SLB,2,DEF,i,Lesão Desconhecida / Unknown Injury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0.0
54,483067,António João,Pereira de Albuquerque Tavares da Silva,António Silva,,3,251,SL Benfica,SLB,2,DEF,a,,1857,1,1,7,17,0,0,0,6,0,0,1,14,0,10,191,88,58,5.7
55,500168,Gonçalo,Calisto de Oliveira,Gonçalo Oliveira,,3,251,SL Benfica,SLB,2,DEF,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0.0
57,465192,Tomás,Lemos Araújo,Tomás Araújo,,3,251,SL Benfica,SLB,2,DEF,a,,1682,1,2,6,15,1,0,0,4,0,0,3,7,1,12,152,77,58,2.2
58,498572,Kerem,Aktürkoglu,Aktürkoglu,,3,251,SL Benfica,SLB,3,MID,u,Transferido Definitivamente / Permanent Transfer,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,100,0.4
59,489853,Andreas,Schjelderup,Schjelderup,,3,251,SL Benfica,SLB,3,MID,a,,1717,7,8,10,13,0,0,0,2,0,0,13,0,2,42,78,130,84,9.6
60,575216,Gianluca,Prestianni,Prestianni,,3,251,SL Benfica,SLB,3,MID,a,,1531,3,8,7,15,0,0,0,8,1,0,13,3,1,43,96,95,75,0.8
61,153680,Armindo,Tué Na Bangna,Bruma,,3,251,SL Benfica,SLB,3,MID,d,Lesão Desconhecida / Unknown Injury,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,68,0.3
62,449986,Tiago Maria,Antunes Gouveia,Tiago Gouveia,,3,251,SL Benfica,SLB,3,MID,n,Emprestado / On Loan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64,0.1
63,134103,Fredrik,Aursnes,Aursnes,,3,251,SL Benfica,SLB,3,MID,a,,2291,3,3,12,17,0,0,0,2,0,0,18,9,0,54,177,114,78,18.4
64,447281,Leandro,Barreiro,Barreiro,,3,251,SL Benfica,SLB,3,MID,a,,1744,3,5,5,18,0,0,0,1,0,0,4,3,1,21,102,90,55,0.9
65,491002,Diogo,Ferreira Prioste,Diogo Prioste,,3,251,SL Benfica,SLB,3,MID,a,,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,45,0.0
66,216055,Florentino Ibrain,Morris Luís,Florentino,,3,251,SL Benfica,SLB,3,MID,u,Transferido Definitivamente / Permanent Transfer,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,3,55,0.5
67,550252,João Pedro,Seno Luís Rêgo,João Rêgo,,3,251,SL Benfica,SLB,3,MID,a,,59,1,1,0,1,0,0,0,0,0,0,0,0,0,0,6,16,44,0.1
68,550246,João Miguel,Fins Veloso,João Veloso,,3,251,SL Benfica,SLB,3,MID,i,Lesão Desconhecida / Unknown Injury,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,0.1
69,514530,Manuel Jorge,Silva,Manu Silva,,3,251,SL Benfica,SLB,3,MID,a,,121,0,0,0,2,0,0,0,0,0,0,0,1,0,3,14,11,47,0.0
70,212690,Vangelis,Pavlidis,Pavlidis,,3,251,SL Benfica,SLB,4,FWD,a,,2657,22,6,14,20,0,0,1,3,0,0,13,1,8,35,94,186,129,39.3
71,592920,Diogo José de Nazaré,e Jesus Ferreira,Diogo Ferreira,,3,251,SL Benfica,SLB,1,GK,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0.1
72,500047,Rafael Obrador,Burguera,Obrador,,3,251,SL Benfica,SLB,2,DEF,n,Emprestado / On Loan,67,0,0,1,0,0,0,0,0,0,0,1,0,0,3,4,7,54,0.3
73,463726,Amar,Dedic,Dedic,,3,251,SL Benfica,SLB,2,DEF,a,,1899,1,5,8,19,0,0,0,3,2,0,8,7,1,24,141,100,59,26.4
74,501534,Richard Ríos,Montoya,Richard Ríos,,3,251,SL Benfica,SLB,3,MID,a,,2280,5,5,13,17,0,0,0,9,0,0,4,7,1,22,154,109,74,7.5
75,491287,Enzo Alan,Tomás Barrenechea,Enzo Barrenechea,,3,251,SL Benfica,SLB,3,MID,a,,1790,1,2,10,14,0,0,0,7,0,0,1,10,0,8,185,70,55,8.4
76,492990,Henrique,Pereira Araújo,Henrique Araújo,,3,251,SL Benfica,SLB,4,FWD,a,,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,54,0.5
77,551156,Nuno Miguel,Madeira Fernandes Félix,Nuno Félix,,3,251,SL Benfica,SLB,3,MID,d,Rotura de Ligamentos do Joelho / Knee Ligaments Rupture,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0.0
78,620468,Tiago Miguel,Geraldes Parente,Tiago Parente,,3,251,SL Benfica,SLB,2,DEF,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0.0
79,499140,João,Carvalho da Fonseca,João Fonseca,,3,251,SL Benfica,SLB,2,DEF,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0.0
81,499145,Tiago,Dias Freitas,Tiago Freitas,,3,251,SL Benfica,SLB,3,MID,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0.0
82,632857,Rui Pedro,Ferreira da Silva,Rui Silva,,3,251,SL Benfica,SLB,2,DEF,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0.0
83,648147,Eduardo,Nunes Fernandes,Eduardo Fernandes,,3,251,SL Benfica,SLB,3,MID,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0.0
84,669909,Gonçalo,da Silva Sobral,Gonçalo Sobral,,3,251,SL Benfica,SLB,1,GK,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0.0
85,550245,Rafael Filipe,Gonçalves Soares Luís,Rafael Luís,,3,251,SL Benfica,SLB,3,MID,n,Emprestado / On Loan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0.0
86,515168,Franjo,Ivanović,Ivanović,,3,251,SL Benfica,SLB,4,FWD,a,,860,6,3,6,5,0,0,0,1,0,0,2,0,2,9,39,70,97,17.8
198,563789,Sidny,Lopes Cabral,Sidny Cabral,,3,251,SL Benfica,SLB,2,DEF,a,,1675,6,7,6,23,0,0,0,4,0,0,15,2,0,40,96,127,39,7.6
652,219002,Dodi,Lukébakio,Lukébakio,,3,251,SL Benfica,SLB,3,MID,a,,738,0,5,3,7,0,0,0,1,0,0,8,1,0,23,47,49,95,0.5
653,465911,Heorhii,Sudakov,Sudakov,,3,251,SL Benfica,SLB,3,MID,a,,1407,4,4,10,9,0,0,0,2,0,0,13,1,1,37,69,93,86,2.4
664,550244,Ivan,Correia Posser Lima,Lima,,3,251,SL Benfica,SLB,3,MID,u,Transferido Definitivamente / Permanent Transfer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0.0
670,592937,Rodrigo Miguel,Ferreira Rêgo,Rodrigo Rêgo,,3,251,SL Benfica,SLB,3,MID,a,,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,75,0.0
702,148515,Rafael Alexandre,Fernandes Ferreira da Silva,Rafa Silva,,3,251,SL Benfica,SLB,3,MID,a,,911,5,1,4,9,0,0,0,0,0,0,2,0,1,10,30,61,97,0.2
703,648046,Daniel Armando,Fonseca da Silva Banjaqui,Banjaqui,,3,251,SL Benfica,SLB,2,DEF,a,,62,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,6,50,0.0
704,648044,Anísio Cláudio,Fernandes Reis Cabral,Anísio Cabral,,3,251,SL Benfica,SLB,4,FWD,a,,36,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,55,0.1
740,648052,José Pedro,Formoso Neto,José Neto,,3,251,SL Benfica,SLB,2,DEF,a,,90,0,0,1,0,0,0,0,0,0,0,0,1,0,0,12,7,49,0.0
87,218495,Patrick,Sequeira,Sequeira,,4,5191,Casa Pia AC,CPAC,1,GK,a,,2529,0,0,7,47,0,0,0,3,1,80,0,0,0,1,279,85,44,10.8
88,183488,Daniel,Grilo Azevedo,Daniel Azevedo,,4,5191,Casa Pia AC,CPAC,1,GK,n,Emprestado / On Loan,217,0,0,0,7,0,0,0,1,0,7,0,0,0,0,22,3,39,0.2
89,21081,Ricardo Jorge,Cecília Batista,Ricardo Batista,,4,5191,Casa Pia AC,CPAC,1,GK,a,,315,0,0,0,5,0,0,0,0,0,9,0,0,0,0,39,9,40,0.3
90,250510,Duplexe,Tchamba,Tchamba,,4,5191,Casa Pia AC,CPAC,2,DEF,d,Lesão Muscular / Muscle Injury,415,1,0,1,9,0,0,0,2,0,0,0,6,0,1,68,19,42,5.5
91,627678,Fahem,Benaissa-Yahia,Benaissa-Yahia,,4,5191,Casa Pia AC,CPAC,2,DEF,n,Emprestado / On Loan,547,0,0,2,12,0,0,0,2,0,0,2,5,0,6,65,23,37,1.1
92,242260,Gaizka,Larrazabal,Larrazabal,,4,5191,Casa Pia AC,CPAC,2,DEF,a,,2844,5,5,7,53,0,0,0,6,0,0,5,16,1,25,260,135,51,8.8
93,84719,André,Geraldes de Barros,André Geraldes,,4,5191,Casa Pia AC,CPAC,2,DEF,a,,1993,0,0,5,36,0,0,0,9,0,0,0,11,0,3,185,57,44,0.2
94,588735,Isaac Bernardo,Neto Monteiro,Isaac,,4,5191,Casa Pia AC,CPAC,2,DEF,u,Transferido Definitivamente / Permanent Transfer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0.1
95,38580,José Miguel,da Rocha Fonte,José Fonte,,4,5191,Casa Pia AC,CPAC,2,DEF,a,,1438,1,0,3,28,0,0,0,3,0,0,0,15,0,3,177,52,44,4.6
96,438311,João Pedro,Goulart Silva,João Goulart,,4,5191,Casa Pia AC,CPAC,2,DEF,a,,1913,0,1,5,36,0,0,0,4,0,0,0,17,0,3,229,68,43,0.9
97,650317,Domingos José Gabriel,Bandeira,Khaly,,4,5191,Casa Pia AC,CPAC,2,DEF,a,,991,0,0,3,18,0,0,0,5,0,0,0,12,0,0,132,35,37,0.1
98,508450,Claudio,Mendes Vicente,Clau Mendes,,4,5191,Casa Pia AC,CPAC,3,MID,a,,284,1,0,0,6,0,0,0,1,1,0,0,0,0,0,19,14,50,0.0
99,510510,Francisco Pedro Tiago,Silva,Kiki,,4,5191,Casa Pia AC,CPAC,3,MID,i,Lesão Desconhecida / Unknown Injury,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,0.0
100,490014,Oluwakorede David,Osundina,Korede Osundina,,4,5191,Casa Pia AC,CPAC,3,MID,a,,692,2,0,1,13,0,0,0,1,0,0,0,0,1,5,36,32,47,0.7
101,626505,Samuel,Brás de Ceita,Samu,,4,5191,Casa Pia AC,CPAC,3,MID,u,Transferido Definitivamente / Permanent Transfer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0.1
102,545743,Iyad,Mohamed,Mohamed,,4,5191,Casa Pia AC,CPAC,3,MID,a,,943,1,0,2,20,0,0,0,5,0,0,2,5,0,8,104,39,44,0.1
103,220001,Jérémy,Livolant,Livolant,,4,5191,Casa Pia AC,CPAC,3,MID,a,,2768,3,10,6,53,0,0,0,2,1,0,11,5,0,40,163,127,53,5.2
104,694720,Renato,Nhaga,Nhaga,,4,5191,Casa Pia AC,CPAC,3,MID,a,,1163,2,0,1,30,0,0,0,4,0,0,3,3,1,8,87,43,45,0.1
105,564700,Miguel,Ferreira de Sousa,Miguel Sousa,,4,5191,Casa Pia AC,CPAC,3,MID,n,Emprestado / On Loan,320,0,2,0,7,0,0,0,3,0,0,1,0,0,6,20,17,44,0.1
106,448571,Pablo Roberto,dos Santos Barbosa,Pablo Roberto,,4,5191,Casa Pia AC,CPAC,3,MID,u,Transferido Definitivamente / Permanent Transfer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0.1
107,449984,Rafael Alexandre,de Sousa Gancho de Brito,Rafael Brito,,4,5191,Casa Pia AC,CPAC,3,MID,a,,1507,2,1,5,20,0,0,0,5,0,0,1,6,0,7,129,60,44,0.2
108,517332,Max,Svensson,Svensson,,4,5191,Casa Pia AC,CPAC,4,FWD,n,Emprestado / On Loan,175,0,0,0,3,0,0,0,1,0,0,1,0,0,4,4,7,54,0.2
109,130925,Cassiano,Dias Moreira,Cassiano,,4,5191,Casa Pia AC,CPAC,4,FWD,a,,1869,6,1,5,34,0,0,2,5,1,0,1,1,2,10,73,68,58,5.5
110,609184,Ivan,Mandić,Ivan Mandić,,4,5191,Casa Pia AC,CPAC,1,GK,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0.1
