fixture_id,fixture_opta_id,gameweek,team_h_id,team_h_opta_id,team_h_name,team_h_short_name,team_a_id,team_a_opta_id,team_a_name,team_a_short_name,team_h_score,team_a_score,kickoff_time,finished,started,team_h_difficulty,team_a_difficulty
4,2575112,1,4,5191,Casa Pia AC,CPAC,14,255,Sporting CP,SCP,0,2,2025-08-08T19:15:00Z,True,True,,
3,2575118,1,5,2003,CD Nacional,CDN,9,666,Gil Vicente FC,GVFC,0,2,2025-08-09T14:30:00Z,True,True,,
1,2575115,1,1,5674,FC Arouca,FCA,2,20477,AFS,AFS,3,1,2025-08-09T19:30:00Z,True,True,,
7,2575119,1,8,6644,FC Famalicão,FCF,12,3084,Santa Clara,CDSC,3,0,2025-08-10T16:00:00Z,True,True,,
8,2575117,1,10,3536,Moreirense FC,MFC,17,3531,FC Alverca,ALV,2,1,2025-08-10T19:30:00Z,True,True,,
9,2575113,1,13,372,SC Braga,SCB,18,6685,CD Tondela,CDT,3,0,2025-08-10T19:30:00Z,True,True,,
5,2575116,1,6,2273,Estoril Praia,EPF,7,17370,Estrela Amadora,CFEA,1,1,2025-08-11T17:45:00Z,True,True,,
6,2575120,1,16,201,FC Porto,FCP,15,371,Vitória SC,VSC,3,0,2025-08-11T19:45:00Z,True,True,,
10,2575121,2,2,20477,AFS,AFS,4,5191,Casa Pia AC,CPAC,0,2,2025-08-15T14:45:00Z,True,True,,
17,2575128,2,18,6685,CD Tondela,CDT,8,6644,FC Famalicão,FCF,0,1,2025-08-16T14:30:00Z,True,True,,
18,2575126,2,15,371,Vitória SC,VSC,6,2273,Estoril Praia,EPF,3,2,2025-08-16T17:00:00Z,True,True,,
12,2575129,2,7,17370,Estrela Amadora,CFEA,3,251,SL Benfica,SLB,0,1,2025-08-16T19:30:00Z,True,True,,
14,2575125,2,11,2847,Rio Ave FC,RAFC,5,2003,CD Nacional,CDN,1,1,2025-08-17T14:30:00Z,True,True,,
11,2575122,2,17,3531,FC Alverca,ALV,13,372,SC Braga,SCB,0,3,2025-08-17T17:00:00Z,True,True,,
15,2575124,2,12,3084,Santa Clara,CDSC,10,3536,Moreirense FC,MFC,0,1,2025-08-17T17:00:00Z,True,True,,
16,2575127,2,14,255,Sporting CP,SCP,1,5674,FC Arouca,FCA,6,0,2025-08-17T19:30:00Z,True,True,,
13,2575123,2,9,666,Gil Vicente FC,GVFC,16,201,FC Porto,FCP,0,2,2025-08-18T19:15:00Z,True,True,,
26,2575138,3,10,3536,Moreirense FC,MFC,15,371,Vitória SC,VSC,2,0,2025-08-23T15:00:00Z,True,True,,
21,2575130,3,5,2003,CD Nacional,CDN,14,255,Sporting CP,SCP,1,4,2025-08-23T17:00:00Z,True,True,,
19,2575131,3,1,5674,FC Arouca,FCA,11,2847,Rio Ave FC,RAFC,3,3,2025-08-23T19:30:00Z,True,True,,
20,2575133,3,3,251,SL Benfica,SLB,18,6685,CD Tondela,CDT,3,0,2025-08-23T19:30:00Z,True,True,,
25,2575132,3,8,6644,FC Famalicão,FCF,9,666,Gil Vicente FC,GVFC,0,0,2025-08-24T14:30:00Z,True,True,,
24,2575135,3,16,201,FC Porto,FCP,4,5191,Casa Pia AC,CPAC,4,0,2025-08-24T17:00:00Z,True,True,,
27,2575134,3,13,372,SC Braga,SCB,2,20477,AFS,AFS,2,2,2025-08-24T19:30:00Z,True,True,,
23,2575136,3,7,17370,Estrela Amadora,CFEA,17,3531,FC Alverca,ALV,2,2,2025-08-25T19:15:00Z,True,True,,
31,2575142,4,9,666,Gil Vicente FC,GVFC,10,3536,Moreirense FC,MFC,2,0,2025-08-29T19:15:00Z,True,True,,
30,2575140,4,4,5191,Casa Pia AC,CPAC,5,2003,CD Nacional,CDN,0,2,2025-08-30T14:30:00Z,True,True,,
28,2575139,4,2,20477,AFS,AFS,8,6644,FC Famalicão,FCF,0,1,2025-08-30T17:00:00Z,True,True,,
36,2575145,4,15,371,Vitória SC,VSC,1,5674,FC Arouca,FCA,1,1,2025-08-30T17:00:00Z,True,True,,
34,2575146,4,14,255,Sporting CP,SCP,16,201,FC Porto,FCP,1,2,2025-08-30T19:30:00Z,True,True,,
35,2575144,4,18,6685,CD Tondela,CDT,6,2273,Estoril Praia,EPF,2,2,2025-08-31T14:30:00Z,True,True,,
29,2575141,4,17,3531,FC Alverca,ALV,3,251,SL Benfica,SLB,1,2,2025-08-31T17:00:00Z,True,True,,
32,2575147,4,11,2847,Rio Ave FC,RAFC,13,372,SC Braga,SCB,2,2,2025-08-31T19:30:00Z,True,True,,
33,2575143,4,12,3084,Santa Clara,CDSC,7,17370,Estrela Amadora,CFEA,0,0,2025-08-31T19:30:00Z,True,True,,
22,2575137,4,6,2273,Estoril Praia,EPF,12,3084,Santa Clara,CDSC,0,1,2025-09-06T19:30:00Z,True,True,,
37,2575149,5,17,3531,FC Alverca,ALV,18,6685,CD Tondela,CDT,1,0,2025-09-12T19:15:00Z,True,True,,
39,2575154,5,3,251,SL Benfica,SLB,12,3084,Santa Clara,CDSC,1,1,2025-09-12T19:15:00Z,True,True,,
40,2575155,5,6,2273,Estoril Praia,EPF,2,20477,AFS,AFS,3,1,2025-09-13T14:30:00Z,True,True,,
44,2575152,5,10,3536,Moreirense FC,MFC,11,2847,Rio Ave FC,RAFC,3,1,2025-09-13T14:30:00Z,True,True,,
42,2575156,5,16,201,FC Porto,FCP,5,2003,CD Nacional,CDN,1,0,2025-09-13T17:00:00Z,True,True,,
43,2575151,5,8,6644,FC Famalicão,FCF,14,255,Sporting CP,SCP,1,2,2025-09-13T19:30:00Z,True,True,,
41,2575148,5,7,17370,Estrela Amadora,CFEA,15,371,Vitória SC,VSC,0,2,2025-09-14T14:30:00Z,True,True,,
38,2575150,5,1,5674,FC Arouca,FCA,4,5191,Casa Pia AC,CPAC,0,2,2025-09-14T17:00:00Z,True,True,,
45,2575153,5,13,372,SC Braga,SCB,9,666,Gil Vicente FC,GVFC,0,1,2025-09-14T19:30:00Z,True,True,,
50,2575163,6,11,2847,Rio Ave FC,RAFC,16,201,FC Porto,FCP,0,3,2025-09-19T19:15:00Z,True,True,,
47,2575162,6,5,2003,CD Nacional,CDN,1,5674,FC Arouca,FCA,1,2,2025-09-20T14:30:00Z,True,True,,
51,2575161,6,12,3084,Santa Clara,CDSC,17,3531,FC Alverca,ALV,2,1,2025-09-20T14:30:00Z,True,True,,
46,2575157,6,2,20477,AFS,AFS,3,251,SL Benfica,SLB,0,3,2025-09-20T17:00:00Z,True,True,,
54,2575165,6,15,371,Vitória SC,VSC,13,372,SC Braga,SCB,1,1,2025-09-20T19:30:00Z,True,True,,
53,2575160,6,18,6685,CD Tondela,CDT,7,17370,Estrela Amadora,CFEA,0,0,2025-09-21T14:30:00Z,True,True,,
49,2575159,6,9,666,Gil Vicente FC,GVFC,6,2273,Estoril Praia,EPF,2,0,2025-09-21T17:00:00Z,True,True,,
48,2575158,6,4,5191,Casa Pia AC,CPAC,8,6644,FC Famalicão,FCF,1,1,2025-09-21T19:30:00Z,True,True,,
52,2575164,6,14,255,Sporting CP,SCP,10,3536,Moreirense FC,MFC,3,0,2025-09-22T19:15:00Z,True,True,,
2,2575114,6,3,251,SL Benfica,SLB,11,2847,Rio Ave FC,RAFC,1,1,2025-09-23T19:15:00Z,True,True,,
57,2575172,7,3,251,SL Benfica,SLB,9,666,Gil Vicente FC,GVFC,2,1,2025-09-26T19:15:00Z,True,True,,
61,2575174,7,10,3536,Moreirense FC,MFC,4,5191,Casa Pia AC,CPAC,2,1,2025-09-27T14:30:00Z,True,True,,
62,2575170,7,12,3084,Santa Clara,CDSC,18,6685,CD Tondela,CDT,1,2,2025-09-27T15:30:00Z,True,True,,
59,2575173,7,7,17370,Estrela Amadora,CFEA,2,20477,AFS,AFS,3,0,2025-09-27T17:00:00Z,True,True,,
58,2575166,7,6,2273,Estoril Praia,EPF,14,255,Sporting CP,SCP,0,1,2025-09-27T19:30:00Z,True,True,,
55,2575167,7,17,3531,FC Alverca,ALV,15,371,Vitória SC,VSC,2,0,2025-09-28T14:30:00Z,True,True,,
63,2575171,7,13,372,SC Braga,SCB,5,2003,CD Nacional,CDN,0,1,2025-09-28T17:00:00Z,True,True,,
60,2575169,7,8,6644,FC Famalicão,FCF,11,2847,Rio Ave FC,RAFC,0,0,2025-09-28T19:30:00Z,True,True,,
56,2575168,7,1,5674,FC Arouca,FCA,16,201,FC Porto,FCP,0,4,2025-09-29T19:00:00Z,True,True,,
67,2575176,8,4,5191,Casa Pia AC,CPAC,6,2273,Estoril Praia,EPF,2,2,2025-10-03T19:15:00Z,True,True,,
66,2575180,8,5,2003,CD Nacional,CDN,10,3536,Moreirense FC,MFC,3,2,2025-10-04T14:30:00Z,True,True,,
69,2575179,8,9,666,Gil Vicente FC,GVFC,7,17370,Estrela Amadora,CFEA,2,0,2025-10-04T14:30:00Z,True,True,,
64,2575175,8,2,20477,AFS,AFS,17,3531,FC Alverca,ALV,1,3,2025-10-04T17:00:00Z,True,True,,
72,2575181,8,15,371,Vitória SC,VSC,12,3084,Santa Clara,CDSC,2,1,2025-10-04T19:30:00Z,True,True,,
65,2575177,8,1,5674,FC Arouca,FCA,8,6644,FC Famalicão,FCF,1,1,2025-10-05T14:30:00Z,True,True,,
70,2575178,8,11,2847,Rio Ave FC,RAFC,18,6685,CD Tondela,CDT,3,0,2025-10-05T16:30:00Z,True,True,,
71,2575182,8,14,255,Sporting CP,SCP,13,372,SC Braga,SCB,1,1,2025-10-05T18:15:00Z,True,True,,
68,2575183,8,16,201,FC Porto,FCP,3,251,SL Benfica,SLB,0,0,2025-10-05T20:15:00Z,True,True,,
